czas(min),alpha,temp,Ts
30225,1,"8,95","0,84"
30240,0,"9,30","1,05"
30255,0,"9,19","1,08"
30270,1,"9,07","0,97"
30285,1,"8,94","0,93"
30300,1,"8,80","0,78"
30315,0,"8,63","0,95"
30330,0,"8,46","0,97"
30345,1,"8,28","0,85"
30360,0,"8,10","0,92"
30375,0,"8,08","1,15"
30390,0,"8,05","1,27"
30405,0,"8,03","1,32"
30420,1,"8,00","0,91"
30435,1,"8,01","0,75"
30450,0,"8,02","0,93"
30465,1,"8,01","0,84"
30480,1,"8,00","0,86"
30495,1,"7,92","0,81"
30510,0,"7,83","0,87"
30525,0,"7,73","0,84"
30540,0,"7,60","0,86"
30555,0,"6,87","1,1"
30570,0,"6,13","1,12"
30585,0,"5,41","1,12"
30600,0,"4,70","1,11"
30615,0,"4,63","1,13"
30630,0,"4,59","1,14"
30645,0,"4,58","1,16"
30660,0,"4,60","1,18"
30675,0,"4,66","1,21"
30690,0,"4,75","1,23"
30705,0,"4,87","1,26"
30720,0,"5,00","1,28"
30735,0,"5,20","1,32"
30750,0,"5,42","1,35"
30765,0,"5,66","1,39"
30780,0,"5,90","1,43"
30795,0,"6,15","1,47"
30810,0,"6,40","1,51"
30825,0,"6,65","1,56"
30840,0,"6,90","1,6"
30855,0,"6,96","1,64"
30870,1,"7,01","1,22"
30885,1,"7,06","1,16"
30900,1,"7,10",1
30915,0,"7,23","1,17"
30930,0,"7,36","1,19"
30945,0,"7,48","1,48"
30960,0,"7,60","1,56"
30975,0,"7,69","1,61"
30990,0,"7,77","1,66"
31005,0,"7,84","1,7"
31020,1,"7,90","1,28"
31035,0,"7,89","1,35"
31050,1,"7,87","1,24"
31065,1,"7,84","1,19"
31080,1,"7,80","1,2"
31095,0,"7,82","1,37"
31110,0,"7,82","1,58"
31125,0,"7,82","1,64"
31140,0,"7,80","1,68"
31155,1,"7,72","1,26"
31170,1,"7,62","1,2"
31185,1,"7,52","1,21"
31200,1,"7,40","1,14"
31215,1,"7,21","0,97"
31230,1,"7,02","0,89"
31245,1,"6,81","0,83"
31260,1,"6,60","0,76"
31275,1,"6,51","0,7"
31290,1,"6,41","0,64"
31305,0,"6,31","0,81"
31320,1,"6,20","0,71"
31335,0,"5,88","0,75"
31350,0,"5,56","0,84"
31365,0,"5,23",1
31380,0,"4,90","1,02"
31395,0,"4,53","1,03"
31410,1,"4,17","0,59"
31425,1,"3,83","0,39"
31440,1,"3,50","0,29"
31455,0,"3,50","0,6"
31470,0,"3,52","0,75"
31485,0,"3,55","0,77"
31500,0,"3,60","0,79"
31515,0,"3,40","0,8"
31530,0,"3,22","0,8"
31545,0,"3,05","0,8"
31560,0,"2,90","0,8"
31575,0,"3,37","0,83"
31590,0,"3,85","0,87"
31605,0,"4,33","0,91"
31620,1,"4,80","0,53"
31635,1,"4,71","0,48"
31650,0,"4,59","0,52"
31665,1,"4,45","0,39"
31680,1,"4,30","0,2"
31695,0,"4,01","0,34"
31710,1,"3,71","0,21"
31725,1,"3,41","0,01"
31740,1,"3,10","-0,08"
31755,1,"3,02","-0,15"
31770,1,"2,95","-0,23"
31785,1,"2,87","-0,3"
31800,1,"2,80","-0,37"
31815,1,"2,41","-0,46"
31830,1,"2,02","-0,55"
31845,1,"1,65","-0,64"
31860,1,"1,30","-0,73"
31875,1,"1,31","-0,81"
31890,1,"1,34","-0,88"
31905,1,"1,41","-0,95"
31920,1,"1,50","-1,01"
31935,1,"1,48","-1,08"
31950,0,"1,49","-0,91"
31965,0,"1,53","-0,92"
31980,0,"1,60","-0,94"
31995,1,"1,93","-1,04"
32010,1,"2,29","-1,05"
32025,1,"2,68","-1,19"
32040,1,"3,10","-1,26"
32055,1,"3,81","-1,27"
32070,0,"4,54","-1,05"
32085,0,"5,27","-0,99"
32100,1,"6,00","-1,05"
32115,1,"6,45","-1,19"
32130,0,"6,88","-0,96"
32145,0,"7,30","-0,9"
32160,1,"7,70","-0,95"
32175,1,"7,98","-0,88"
32190,0,"8,24","-0,61"
32205,1,"8,48","-0,83"
32220,1,"8,70","-0,82"
32235,1,"8,75","-0,96"
32250,1,"8,78","-0,97"
32265,1,"8,79","-0,98"
32280,1,"8,80","-0,99"
32295,1,"8,99","-0,99"
32310,1,"9,17","-0,99"
32325,1,"9,34","-0,99"
32340,1,"9,50","-0,99"
32355,1,"9,81","-0,97"
32370,1,"10,09","-0,96"
32385,0,"10,36","-0,59"
32400,0,"10,60","-0,38"
32415,1,"10,44","-0,81"
32430,0,"10,25","-0,59"
32445,0,"10,03","-0,54"
32460,0,"9,80","-0,5"
32475,0,"9,75","-0,25"
32490,0,"9,69","-0,16"
32505,0,"9,60","-0,09"
32520,1,"9,50","-0,39"
32535,1,"9,17","-0,41"
32550,1,"8,82","-0,58"
32565,1,"8,47","-0,6"
32580,0,"8,10","-0,41"
32595,0,"7,85","-0,38"
32610,0,"7,60","-0,37"
32625,0,"7,35","-0,17"
32640,0,"7,10","-0,09"
32655,0,"6,66","-0,06"
32670,1,"6,22","-0,39"
32685,1,"5,80","-0,44"
32700,1,"5,40","-0,62"
32715,1,"5,45","-0,67"
32730,1,"5,51","-0,71"
32745,1,"5,60","-0,75"
32760,0,"5,70","-0,55"
32775,1,"5,72","-0,63"
32790,1,"5,74","-0,81"
32805,0,"5,77","-0,6"
32820,1,"5,80","-0,77"
32835,0,"5,77","-0,63"
32850,0,"5,75","-0,61"
32865,0,"5,72","-0,59"
32880,1,"5,70","-0,69"
32895,1,"5,70","-0,71"
32910,1,"5,70","-0,82"
32925,1,"5,70","-0,9"
32940,1,"5,70","-0,94"
32955,1,"5,65","-0,98"
32970,1,"5,61","-1,02"
32985,1,"5,55","-1,05"
33000,1,"5,50","-1,09"
33015,1,"5,40","-1,13"
33030,1,"5,30","-1,17"
33045,0,"5,20","-0,98"
33060,0,"5,10","-0,96"
33075,1,"5,07","-1,05"
33090,1,"5,05","-1,22"
33105,1,"5,02","-1,27"
33120,1,"5,00","-1,3"
33135,1,"4,92","-1,34"
33150,1,"4,85","-1,38"
33165,0,"4,77","-1,18"
33180,0,"4,70","-1,16"
33195,0,"4,64","-1,16"
33210,0,"4,59","-1,15"
33225,0,"4,54","-1,14"
33240,1,"4,50","-1,24"
33255,1,"4,47","-1,27"
33270,0,"4,44","-1,21"
33285,0,"4,42","-1,19"
33300,0,"4,40","-1,18"
33315,0,"4,37","-1,16"
33330,1,"4,34","-1,27"
33345,1,"4,32","-1,3"
33360,1,"4,30","-1,47"
33375,1,"4,26","-1,52"
33390,1,"4,23","-1,56"
33405,1,"4,21","-1,59"
33420,1,"4,20","-1,63"
33435,1,"4,23","-1,67"
33450,0,"4,27","-1,47"
33465,0,"4,33","-1,44"
33480,0,"4,40","-1,42"
33495,0,"4,47","-1,4"
33510,0,"4,56","-1,23"
33525,0,"4,67","-1,16"
33540,0,"4,80","-1,11"
33555,0,"5,17","-1,05"
33570,0,"5,57","-0,99"
33585,0,"5,98","-0,92"
33600,1,"6,40","-1,15"
33615,1,"6,85","-1,14"
33630,1,"7,30","-1,12"
33645,0,"7,75","-1,01"
33660,1,"8,20","-1,04"
33675,0,"8,47","-0,93"
33690,0,"8,72","-0,87"
33705,0,"8,97","-0,66"
33720,0,"9,20","-0,53"
33735,1,"9,34","-0,77"
33750,1,"9,46","-0,77"
33765,1,"9,58","-0,89"
33780,0,"9,70","-0,67"
33795,1,"10,17","-0,69"
33810,1,"10,63","-0,8"
33825,1,"11,08","-0,77"
33840,0,"11,50","-0,35"
33855,0,"11,43","-0,19"
33870,1,"11,34","-0,44"
33885,0,"11,23","-0,32"
33900,0,"11,10","-0,06"
33915,0,"11,22","0,05"
33930,0,"11,33","0,14"
33945,1,"11,43","-0,15"
33960,1,"11,50","-0,24"
33975,1,"11,56","-0,27"
33990,1,"11,60","-0,27"
34005,1,"11,62","-0,27"
34020,1,"11,60","-0,27"
34035,0,"11,34","-0,05"
34050,0,"11,05",0
34065,0,"10,74","0,04"
34080,0,"10,40","0,29"
34095,0,"9,89","0,36"
34110,0,"9,37","0,41"
34125,1,"8,83","0,07"
34140,0,"8,30","0,13"
34155,0,"8,07","0,34"
34170,1,"7,85","-0,1"
34185,1,"7,62","-0,15"
34200,1,"7,40","-0,2"
34215,1,"6,99","-0,25"
34230,1,"6,59","-0,31"
34245,0,"6,19","-0,14"
34260,1,"5,80","-0,33"
34275,1,"5,95","-0,42"
34290,1,"6,11","-0,45"
34305,1,"6,26","-0,49"
34320,1,"6,40","-0,52"
34335,0,"5,92","-0,35"
34350,0,"5,43","-0,35"
34365,0,"4,92","-0,36"
34380,0,"4,40","-0,37"
34395,0,"3,76","-0,21"
34410,1,"3,12","-0,72"
34425,1,"2,50","-0,82"
34440,1,"1,90","-0,91"
34455,1,"2,08","-0,97"
34470,1,"2,28","-1,03"
34485,1,"2,49","-1,08"
34500,1,"2,70","-1,13"
34515,1,"2,04","-1,22"
34530,1,"1,38","-1,31"
34545,1,"0,73","-1,41"
34560,0,"0,10","-1,27"
34575,0,"0,03","-1,29"
34590,0,"-0,01","-1,31"
34605,0,"-0,02","-1,34"
34620,0,"0,00","-1,36"
34635,1,"0,15","-1,48"
34650,1,"0,32","-1,54"
34665,1,"0,50","-1,73"
34680,1,"0,70","-1,79"
34695,1,"0,77","-1,85"
34710,1,"0,84","-1,9"
34725,1,"0,92","-1,96"
34740,1,"1,00","-2,01"
34755,0,"0,99","-1,81"
34770,0,"0,99","-1,81"
34785,0,"0,99","-1,82"
34800,0,"1,00","-1,87"
34815,1,"0,93","-2,11"
34830,0,"0,86","-1,95"
34845,0,"0,82","-1,95"
34860,0,"0,80","-1,94"
34875,0,"0,96","-1,98"
34890,0,"1,15","-1,97"
34905,0,"1,36","-1,95"
34920,0,"1,60","-1,99"
34935,0,"1,92","-1,97"
34950,0,"2,26","-1,94"
34965,1,"2,62","-2,01"
34980,1,"3,00","-2,03"
34995,1,"3,59","-2,17"
35010,1,"4,19","-2,18"
35025,1,"4,79","-2,18"
35040,1,"5,40","-2,17"
35055,0,"5,95","-1,92"
35070,0,"6,48","-1,86"
35085,0,"7,00","-1,78"
35100,0,"7,50","-1,71"
35115,0,"7,87","-1,53"
35130,0,"8,21","-1,41"
35145,1,"8,52","-1,6"
35160,0,"8,80","-1,49"
35175,0,"8,69","-1,42"
35190,1,"8,55","-1,49"
35205,0,"8,38","-1,41"
35220,0,"8,20","-1,36"
35235,0,"8,26","-1,31"
35250,0,"8,32","-1,11"
35265,1,"8,36","-1,31"
35280,0,"8,40","-1,21"
35295,0,"8,57","-1,15"
35310,0,"8,73","-0,94"
35325,0,"8,87","-0,83"
35340,0,"9,00","-0,75"
35355,1,"8,98","-1,09"
35370,1,"8,95","-1,16"
35385,1,"8,89","-1,17"
35400,1,"8,80","-1,18"
35415,1,"8,55","-1,2"
35430,1,"8,29","-1,23"
35445,1,"8,00","-1,25"
35460,1,"7,70","-1,28"
35475,0,"7,39","-1,07"
35490,1,"7,06","-1,11"
35505,1,"6,73","-1,14"
35520,1,"6,40","-1,13"
35535,1,"6,01","-1,16"
35550,0,"5,63","-1,1"
35565,1,"5,26","-1,18"
35580,1,"4,90","-1,22"
35595,1,"4,88","-1,18"
35610,0,"4,88","-1,18"
35625,1,"4,89","-1,24"
35640,1,"4,90","-1,4"
35655,1,"4,67","-1,46"
35670,1,"4,44","-1,5"
35685,1,"4,21","-1,55"
35700,1,"4,00","-1,6"
35715,0,"4,15","-1,4"
35730,0,"4,30","-1,37"
35745,0,"4,46","-1,34"
